scenario,mode,seed,steps,topology,energy_family,size,coupling_count,initial_curvature_min,initial_curvature_max,initial_curvature_ratio,noise_magnitude,noise_cost_samples,accepted_steps,rejected_steps,acceptance_rate,delta_f90_steps,energy_initial,energy_final,energy_drop,noise_curvature_cost,noise_curvature_cost_draws,wall_time_sec
active_hinges,isotropic,24,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,33,47,0.4125,6,3.862840483811569,0.036410850588274896,3.826429633223294,0.0013374404365423427,0.001564578643716363;0.0010413729331626086;0.0010030660393065194;0.0013957427921988503;0.0020255904931575442;0.0013265889655553638;0.00094481938708932442;0.0017585334913607187;0.0020375555686139558;0.0012201933970371554;0.0019366292983215272;0.0011127003613125789;0.00084533689712555161;0.00070210666312761974;0.0011134609689951766;0.0011821806410945159;0.0021025332391097396;0.0014987543811829573;0.0012826004266236865;0.0010933852934942416;0.0015403173137620988;0.00085850401194334893;0.0014715781934841593;0.0012237985201522267;0.0019306870785569879;0.0011188578016652442;0.00081598947068516558;0.0009134775215680174;0.00080002103771469437;0.001198040983397711;0.0016646547653999472;0.0020744373894393707,0.0313404998742044
active_hinges,isotropic,25,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,31,49,0.3875,6,5.562715100261165,0.09696012182319122,5.465754978437974,0.0013849771899074846,0.0010681329747711694;0.0014086259127729917;0.0015269015579012011;0.0013921864409899157;0.0013338469860311015;0.0013955041148179792;0.0020557368262320423;0.0015628402729205488;0.0010803770327705074;0.0012458091047009162;0.0011700615969754843;0.0013647732769764989;0.0014026286189320228;0.0016495524134387124;0.0013540313184261246;0.0019260508314614866;0.00080741490796431322;0.00071961843560533977;0.0017771286246653596;0.0010794479452141878;0.0015225286903233393;0.0011360746639178406;0.0010576012016442976;0.001096152098245806;0.0017016073641453601;0.0013514143354983899;0.0011514994083192333;0.0015948490232582258;0.001845150558816566;0.0015861319745439863;0.0014703054829792634;0.0014852860817792949,0.03029640018939972
active_hinges,isotropic,26,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,33,47,0.4125,6,4.90418588718884,0.07367285574114789,4.830513031447692,0.0012936677882338272,0.0012772331286654772;0.0013675607528569446;0.0010717594192169934;0.0011978252266118493;0.00076012904383934514;0.0013347378745575888;0.001092433633238264;0.00083103799114012447;0.0012597473980696387;0.0013937731459724842;0.0012890638886495422;0.001100106500416769;0.0010773770703082577;0.0010291292937477368;0.0017164553393337698;0.0009304240095635069;0.0018419554538289574;0.0012542416924322696;0.00093974546410693189;0.0013797242929812009;0.0014778335908579062;0.001627016666654363;0.00086685873502169344;0.0020444158662040975;0.00131265372624102;0.0022202448650887599;0.0013933791384800813;0.0017976694517342368;0.0015922893875814181;0.00089469299071067831;0.00075306253277574158;0.001272791652594819,0.03134640003554523
active_hinges,isotropic,27,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,33,47,0.4125,6,2.9675029641065835,0.108637838369437,2.8588651257371467,0.001400104582940258,0.0010413393191128788;0.0014724788984833779;0.0013273162766946564;0.0014844175777882363;0.0014360918091574837;0.00093954957735550848;0.0014371658282509307;0.0013650912359030633;0.0016432206285803149;0.0018860874995904487;0.0014009839806484845;0.0011200038366605961;0.001431529084153507;0.0016649430268072447;0.0013411047022080121;0.0016075079845070037;0.0012497680556771125;0.0017427246997929302;0.0019030340017711187;0.0018943921380969425;0.001254604288147859;0.0015179154913544188;0.0014614147400664381;0.00073095817194604082;0.0011799549678026685;0.00098159656672230206;0.0012543706989547833;0.0010229965765660566;0.0011416584525160668;0.0011732367001728509;0.0019003686622819222;0.0017955211763170009,0.030496400082483888
active_hinges,isotropic,28,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,32,48,0.4,7,4.978912227704621,0.10958933732344803,4.869322890381173,0.0012689377448931334,0.0011965688334289906;0.0013011110044798364;0.0016259798939741168;0.001636514261944437;0.0010786022970562005;0.0011468761438445953;0.0014698439562927264;0.00087587204990455475;0.00070493629839497212;0.00093782678845570036;0.0021928861009195989;0.0011335118268292112;0.001480184145259484;0.0013346653757023577;0.0014181302430557395;0.00099576258371430635;0.001725148893154897;0.001248655565215397;0.0010884176632639958;0.00083079951646326269;0.0012893569201314898;0.0015238972775484707;0.0011027690373537013;0.0013052645129774405;0.0010214545252737687;0.0010805500105599073;0.0017575679798697112;0.0011200304712146378;0.0013507957786711427;0.0014478740387422865;0.00085627171205261677;0.0013278821308307139,0.030954499961808324
active_hinges,isotropic,29,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,34,46,0.425,6,3.3286663834118033,0.06042562300270092,3.2682407604091024,0.0014713049602135667,0.0022815653517780721;0.0010914535667833106;0.0015724172649979743;0.0021396412815626663;0.00096909025949885115;0.0014813142136911124;0.0010414047629336068;0.001232341620382016;0.0011191738258998353;0.0013323977995065028;0.0020700492486671078;0.001924809707006946;0.0017774426234359263;0.0010217822845713022;0.0011749211857355799;0.0022615631130453962;0.0013603512616309685;0.00087597597983345935;0.0021488057743413295;0.0014495869612326689;0.001236384886564891;0.0021338347664302247;0.0011923486518842436;0.0013685042673886965;0.00120388247239137;0.0014122198105474249;0.0015826543717609464;0.0016800440699531081;0.0013879034729709361;0.001380123291947131;0.0010851887561014681;0.0010925818223590589,0.031093199970200658
active_hinges,orthogonal,0,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,53,27,0.6625,7,4.418401857268783,0.06587476363865592,4.352527093630127,0.0011738230090078232,0.001777688779187701;0.0012059379877963157;0.0016235793098755165;0.00084322524242406961;0.00075599929952374753;0.0017672428731163416;0.00083481698767643049;0.00078644462142028304;0.0014056919809061295;0.0012861742061509541;0.00077990911629964674;0.0010357734256990503;0.0013003328738461816;0.00086072545269538206;0.0010442838658912131;0.001926922965551536;0.00080469229861416635;0.001177191970917;0.0014385130449055866;0.0010707305284327786;0.00092248972561335908;0.0013029946765737044;0.0011229919030323965;0.0013001461314359971;0.0009833338482648855;0.0008031629428205656;0.0011887543170680361;0.0010624001626649544;0.0015367569938674395;0.0014738561918465555;0.0010116009385998344;0.0011279716255325879,0.03460550005547702
active_hinges,orthogonal,1,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,6,4.922511189354346,0.1044011139422274,4.818110075412118,0.0012638762690293927,0.0012376811069299929;0.00095095255014410434;0.0011750171388614685;0.00070530849946728142;0.0016418716484606695;0.00071724544893981331;0.00085814439828582037;0.00099772463354488275;0.00083987150774433178;0.0019984790123052424;0.0013763871645124594;0.0015087767691463188;0.0013256580463814555;0.0011493451594716624;0.0010161103302458673;0.0017220165604215887;0.0012752539486527179;0.0012358582534412711;0.0011104682609343049;0.0014350845875692004;0.0014936113965686305;0.001354256738931103;0.0014299251560115271;0.0013089782017614057;0.0012065088976851721;0.00096109793495153671;0.0011877893545873771;0.0016546383608499866;0.0014690204915483397;0.0017559335667419521;0.0013771941232743365;0.00096783136056874397,0.03331249998882413
active_hinges,orthogonal,2,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,42,38,0.525,6,4.760542962328488,0.057286832392934244,4.7032561299355535,0.0011698958589457017,0.00064195163053630403;0.0013817836347894377;0.00095830178269835236;0.0013416221436565372;0.0010434259598612447;0.0012378518054462267;0.00065661521194271342;0.0013854745494292469;0.00093340581766230603;0.0011473246111569091;0.00083178837974322534;0.0012820126428045272;0.0013821353452922727;0.0010904715088416279;0.0012263715102678019;0.0011594759245352039;0.00099840293691858765;0.0013517997329861367;0.0011118234331305547;0.00085355326439620757;0.0012630643959397562;0.0017911562354201366;0.00129071011524482;0.0016298918113006359;0.001083952347580359;0.0013005052307299516;0.0018719284590172089;0.00086168519788761076;0.0011271847697302264;0.00086747265581845737;0.0011058896515808098;0.0012276347899170649,0.03411679994314909
active_hinges,orthogonal,3,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,6,3.566282815295249,0.06078796112823029,3.5054948541670186,0.0011998458676656758,0.0013923997012263278;0.00093601802135746749;0.0011232945761945722;0.00095070821385098063;0.0011064328179895377;0.0014221303972906034;0.0013375190777224562;0.0009370158387469672;0.0010679336850001587;0.0011097361869808948;0.0015101427278143556;0.0011458521641027116;0.0014249724312611876;0.0010764884754504648;0.00082827146422697067;0.0017294076777016265;0.00093325330932482876;0.0011500155769497268;0.0013662259558325544;0.0011648876854848059;0.001205552037691026;0.0015362119105002535;0.0011972611564112379;0.00084931760798733554;0.0013005428918801947;0.002074745481384407;0.0010749082297759319;0.0012509201227762744;0.00060689063579006763;0.00093604217067426757;0.0014875798905491272;0.0011623896453723029,0.035218199947848916
active_hinges,orthogonal,4,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,39,41,0.4875,6,5.578526477439546,0.06112838588900499,5.5173980915505405,0.0012296432234267143,0.001066778854963923;0.00099236534713456701;0.00081519164620369813;0.0016705859112394637;0.0010765189250782695;0.0010859101057727344;0.0013065754223410854;0.0010307133283099913;0.0009298538279521809;0.0013494920298496723;0.0014642157353602148;0.0010559109752245506;0.0017521495095260517;0.0011397290927462143;0.00095373914520664087;0.00118031180975418;0.00089974135950986081;0.0015505127141881457;0.0011627966113087276;0.0014050054581304706;0.0012537353443736695;0.00085148704452667472;0.0011522300461445439;0.0012075975746075268;0.0010895406347522897;0.0010841051280843694;0.0016165909478494784;0.0012359977013368681;0.0016381795586638431;0.00062787446568510371;0.0020207860980937828;0.0016823607957360681,0.03210470010526478
active_hinges,orthogonal,5,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,45,35,0.5625,6,4.416862646081669,0.07314889083014815,4.343713755251521,0.0011488124166892308,0.0011253179323077634;0.0011493184090622813;0.0011297952837194434;0.0010529120858535021;0.00057805287417403818;0.001232284260829376;0.0017988385929741308;0.0011950874054724963;0.0013408487738810573;0.0011085350367905985;0.0010055729702088657;0.0011744375976588917;0.0011269478438443125;0.0010531857427811056;0.0017256572682544913;0.0007301678396584118;0.0010543382022522312;0.0013772789239718324;0.00098750744958326091;0.0011551008413254382;0.0012522879167104995;0.0012832887293012288;0.0010996109804815831;0.00096023500832513966;0.00073750153282460735;0.001347154277804827;0.0012037191729711127;0.0013521466584831483;0.00077925317830212506;0.0010445119647340818;0.0010663341398914916;0.0015347684396220126,0.03244889993220568
active_hinges,orthogonal,6,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,6,4.640396190496566,0.15377238462653764,4.486623805870028,0.0012955102915463916,0.0015226641258379264;0.0012571457561750617;0.0015563424797780476;0.0013188876380195575;0.0011464678329644624;0.0010167216653834284;0.0014429608366547146;0.0021486870954795165;0.0014763121409855373;0.0014804724808644035;0.0012419849609788267;0.0014760005146709134;0.0013388743468482477;0.001273338068601293;0.0010005040295022547;0.0012838608400034103;0.0010559477710122525;0.0010180824816751895;0.0014896334972222304;0.0012731561621937217;0.0021569280525979891;0.001074118858693717;0.0011734634523519055;0.0013191889587617211;0.0013526505189522678;0.0014688423721945316;0.001069832344255447;0.00084104869679495588;0.0010412028595714266;0.00098894080756812132;0.00092631889619218402;0.001225748786699267,0.03290520003065467
active_hinges,orthogonal,7,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,47,33,0.5875,6,3.7595750622710624,0.1620053119985409,3.5975697502725215,0.0014101336881846365,0.0020424614224929644;0.0012998994388579864;0.0013704258711715058;0.0010058619579949651;0.0012228021371684526;0.0015982200539613333;0.001642728101222376;0.0012461695766607193;0.0015320009994658919;0.0021929317925998382;0.0021612992590424353;0.0010208314025575392;0.0016484647114959827;0.001749200510538609;0.0024339736139193944;0.0007736086337298935;0.001049435019451841;0.0010139763416949742;0.0016704776130918675;0.0010231386722487606;0.0011940618891347588;0.0013843541150888353;0.0010505476299327611;0.0010611368443530264;0.0010711435168269604;0.0019590970427126398;0.0014463829522865653;0.00093216198667559521;0.0017006333037059742;0.0013054469829600628;0.00092200881303127413;0.001399395815832577,0.03242810000665486
active_hinges,orthogonal,8,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,6,3.3541841009042623,0.12170602404509012,3.2324780768591723,0.001087579193937101,0.0011467508451761357;0.0014416286722755203;0.00060810682427852941;0.00082739221556761403;0.001141796823539481;0.0012872695649642418;0.0014439778781388877;0.0009956618753377965;0.00099828663785855366;0.0016683864834676765;0.0011354863733517124;0.0011157558820793397;0.0011504618009313735;0.00078456847176998758;0.00068755275397872008;0.00087693108456571593;0.0010916602411474986;0.0012382514526592477;0.0014029546474767316;0.00086482697195155414;0.0011904539438071444;0.00089260145852742136;0.0011599242399523107;0.0012907004636103564;0.001006130721341072;0.00089854173440112128;0.0014026403339845582;0.00079016340731255443;0.00087916817502479787;0.00089192009663441644;0.0013996337467287495;0.0010929483841464105,0.03313900018110871
active_hinges,orthogonal,9,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,6,6.1539678262156645,0.07510726393190231,6.078860562283762,0.0011968304161926878,0.0012862315789042549;0.00092274661058753627;0.0012714517319020089;0.0011182466661244376;0.00092604495714666509;0.0018028970869466516;0.001015679063949737;0.00091089465784029058;0.00096541077722326241;0.00098933015648400291;0.00083778928214216046;0.0017555395320576345;0.0014632684608589534;0.00085058786085000042;0.0012368060030036741;0.00083845352000811585;0.00093575828461271726;0.0010926746965231006;0.00099680071713109642;0.001961394922088099;0.0012302132863873285;0.001099333841326646;0.0011329609180598913;0.0012183692723093291;0.0011640340459120686;0.0015125068620145737;0.00097065388664297609;0.0018811494355078591;0.0014408325661102936;0.0015149921460387594;0.00088574025473783238;0.0010697802367340514,0.03247860004194081
active_hinges,orthogonal,10,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,42,38,0.525,6,3.904553689099313,0.11322769680227787,3.7913259922970353,0.0012312739003220172,0.00081005915938012045;0.0012381510139002194;0.0012589287877342067;0.0011711959516333087;0.001108889144865386;0.0016190741297766149;0.00085198970303166429;0.0013616835427367482;0.00099162261296561419;0.001272056657148603;0.00098075140808558982;0.0014426416132197052;0.0012102064150613396;0.00081209021886980174;0.001156701068337596;0.0013144089641520778;0.0010271717206931711;0.0018573230091823529;0.0017648496186473809;0.00097971557354666278;0.0014729895862844132;0.0011705012741100398;0.0012398181276963151;0.001072821247903916;0.0016745602120258332;0.0012470616456536972;0.0013807528697637574;0.00098375484317363951;0.0010778424437140233;0.0014258859284910007;0.0014964489298680942;0.00092881738865165759,0.0316896999720484
active_hinges,orthogonal,11,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,44,36,0.55,6,4.503948808833254,0.09706267426332277,4.406886134569931,0.0012767074130028298,0.0012735268830607019;0.0011511442902479793;0.00076334702053877461;0.0011015756390150226;0.0021127687337664735;0.0013980247750821366;0.0014579763774739839;0.0010600119202655595;0.0015229560192451849;0.0014692895513652964;0.0010843665396726107;0.00087602506453585691;0.00099857930857146795;0.0017457518226660902;0.001088181046248918;0.0011423008134147474;0.0010120420807816649;0.00067799218641131313;0.0012237539520539283;0.0016832891211216831;0.0013614958060382154;0.0017777766768635763;0.00085350561936330463;0.0011815201159226416;0.0014778274520933815;0.0011370803349368289;0.0014317558405802461;0.0021214687132546819;0.00095634445121256138;0.00086146119423335477;0.0016918303413641679;0.0011596675246881994,0.03365700016729534
active_hinges,orthogonal,12,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,39,41,0.4875,7,5.7317372108353535,0.12438836187604868,5.607348848959305,0.001123642303726725,0.0012902488144786908;0.0011392634901925096;0.0010243579082562014;0.001198133302271265;0.001311671361209987;0.0008206103102563789;0.00089484194067776372;0.00092199943061378341;0.0011689870781419493;0.00082090025805208714;0.001633091044167988;0.0010777722496756416;0.0016426326767131861;0.0011430881894158636;0.00098964520100762237;0.00068295724623255994;0.0010236782073226307;0.0013463039551571631;0.00096969802964140745;0.0010306769232623747;0.00077201962809651499;0.0010457607815892919;0.0017200958267128523;0.0012176683394404463;0.00092956573557717408;0.0010979225585799784;0.0014975784434905627;0.00089859000738417953;0.0010028909906130349;0.0012621159864576181;0.0012316533287071495;0.0011501344758593449,0.03396520018577576
active_hinges,orthogonal,13,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,6,4.046409731858337,0.14255312152373584,3.9038566103346013,0.0012174270592581896,0.001845245381039299;0.0017606215999301431;0.0012312675446682411;0.0011686278626538964;0.0011956698002232827;0.0010115567527493358;0.0010788897116713891;0.0014146944275458288;0.0015078620207781841;0.0011930834693715249;0.0014549995405344807;0.00069511626334034385;0.0011256210504003007;0.00090064043777808231;0.001183870043038619;0.0010194297842646017;0.0010762875077374155;0.0010929453098997058;0.0010814599846510912;0.0014287216518354706;0.00090401462991736661;0.0012798732865040034;0.00083188184221841309;0.0013344909788597977;0.0014772844840064106;0.0013180187925015551;0.00080123441139572213;0.0011507168671581398;0.0010518496331089469;0.00099725692975082751;0.0018366922766860764;0.0015077416200435768,0.031343899900093675
active_hinges,orthogonal,14,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,44,36,0.55,6,5.869922551931998,0.045961813701625914,5.8239607382303715,0.0011991205590863928,0.00094601913448066498;0.0013656092518556976;0.0014417619533580515;0.0014064098452801197;0.0013584843083042774;0.0012650234221530797;0.0010381767178491064;0.00084215837197739948;0.0010726914603167294;0.000821699372878086;0.0011920162877403335;0.0014612339060178677;0.0012941162610743352;0.00095004774141086172;0.00089607512561952951;0.0014255974778622543;0.0016535636947804288;0.00097825708859333813;0.0010823718315884122;0.0013054155407748384;0.0017205855319754805;0.0011691256642625055;0.0010399852197510472;0.0010555569956421558;0.00096863287268880792;0.0012296757284023063;0.0015807512393426748;0.0011606369763231795;0.0011154334906405025;0.0010984386847107427;0.0012590521451045489;0.0011772545480052022,0.032059599878266454
active_hinges,orthogonal,15,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,46,34,0.575,6,4.43896433081457,0.08383942960803117,4.355124901206539,0.0012258879632646158,0.00090003484034677835;0.001123994565187088;0.0011417607972811312;0.0013517847962123168;0.0010156486218783371;0.0013428535258814857;0.00079945499627659357;0.0012669466781445951;0.0012875850527207162;0.0010211180109854783;0.0013417352130035006;0.0010464929719793401;0.0010748210867465437;0.0011762345027601388;0.00097002635819816506;0.0012646437013818022;0.0016213698814355265;0.0018567826225314257;0.0012601660949228754;0.0012153628849820761;0.0011430554843602629;0.0010285169959135677;0.00092195354937496456;0.002070137847069083;0.0012528478962842333;0.0011172886191952284;0.0010546421844754793;0.0019345600331437778;0.0010052893324768322;0.00095325436345720547;0.00095404666442717144;0.0017140046514339871,0.03203260013833642
active_hinges,orthogonal,16,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,45,35,0.5625,6,2.8017916107761986,0.15008267222533483,2.651708938550864,0.0013144633860083827,0.0010986117816810643;0.0012976978321662018;0.001269239659843347;0.0011236528063278846;0.00082118294094489259;0.0017771097921750942;0.0010835150845887049;0.0016865684188917837;0.0012486189227882592;0.00085478482524368516;0.0015394676069148663;0.0010653992385303457;0.0019496538053647209;0.0011870196398341755;0.0011854780169798229;0.00099283025579164014;0.0010299295934831905;0.001517006238878872;0.0012919385075281511;0.0013280599962656964;0.0023630540906093927;0.00098915002598297646;0.0014792803845309378;0.0010884662817063611;0.0012968645949530406;0.0015390810622345943;0.00091276607418568068;0.001872375011898409;0.0014212053874818945;0.0015618604197739166;0.0011403132430364987;0.0010506468116521428,0.03280439996160567
active_hinges,orthogonal,17,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,43,37,0.5375,6,4.746142944031215,0.09532788209161958,4.650815061939595,0.001226404675906922,0.0011167700737303196;0.00067883739823220086;0.0012106018837735118;0.0011686717643645721;0.0010708055925758712;0.000929670511114467;0.0010772888546702638;0.0013669315171293884;0.0015250553334123923;0.0012135834762822203;0.0010487443248772214;0.0016177295840339896;0.00079778194900603078;0.0015525279917245319;0.0012751749998692586;0.0012534433736943935;0.0013614862544705422;0.0017886589123059962;0.0011830745007132925;0.0013297827604684196;0.0010901940066284259;0.00083482126565184505;0.0011947110926155975;0.00090060545356800907;0.001279261359694923;0.00069253943115184127;0.00099128693029505418;0.0019944263909371547;0.0018107670180630851;0.001076456275952186;0.001352790545259528;0.0014604688027549701,0.03219020017422736
active_hinges,orthogonal,18,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,40,40,0.5,6,3.629047018286725,0.09073953507817428,3.5383074832085506,0.001346536603135442,0.00088773649652165764;0.0011630090472094881;0.00084494815147868256;0.00075949771629749217;0.0018148547628177121;0.0018363792407223409;0.0015272913069927256;0.0011949652816867875;0.0010999029384316384;0.0010322272445857956;0.0011491996786643147;0.00094038927009032361;0.0016383247519166574;0.00096489938069474045;0.0013248173910508567;0.0014537962223459778;0.0012505260432959411;0.0016226770030309755;0.0010545139279238649;0.0013025307610529196;0.0013428340800367604;0.0011295954751569469;0.0017053068235083507;0.0021501214013807677;0.0013744637607033022;0.0012748963007931588;0.0011922901623401924;0.0011980423919003146;0.0025803745671323986;0.0016521034881735908;0.0012256295534359861;0.0014010266789614804,0.031597800087183714
active_hinges,orthogonal,19,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,49,31,0.6125,6,4.29707110745991,0.07688263401743706,4.220188473442473,0.0011602606740169351,0.00076717846360531351;0.0015381654220803335;0.0014907145578347554;0.00088890126542141477;0.0013829847139838756;0.0010518252830594885;0.0010066138255827774;0.0017344576973986202;0.0015438354960376915;0.0012037891184308947;0.0009583440114728733;0.00085989726240883889;0.0012001119816168442;0.0011775744519884599;0.0010998819642421432;0.0009342867638186445;0.0014260167888600031;0.00093236629539846351;0.0014919478785876612;0.001631945396612385;0.001019464459304442;0.001233592324452114;0.0012645456462523498;0.0011041355275644225;0.00087349040832671;0.00083388755804465991;0.00077007806115711409;0.00098282090355277657;0.0008256974196699646;0.00093112574429024726;0.0015656531108799673;0.0014030117666056733,0.03225969988852739
active_hinges,orthogonal,20,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,49,31,0.6125,6,3.7894178272751855,0.14731846908623808,3.6420993581889474,0.0011642252108593604,0.0015130292685448098;0.0011942020893112191;0.00095378398651280779;0.00061645856910801349;0.0013807688646568636;0.0010586310565479555;0.0010497591168153863;0.0026969258644616292;0.00093767104112120448;0.0017130427412871572;0.0014864925832935986;0.00078798495678540843;0.0012753328734146044;0.0012154803131764244;0.0011409539109200747;0.00098436784336977255;0.00092314226563411654;0.00078755433419718012;0.0012535799488959927;0.00098154372821198646;0.00083573876125084419;0.00088355228737406748;0.001598639408399469;0.00085018618779293957;0.0008491812335073355;0.0010655660024190474;0.0010595791700830481;0.0010066968011763042;0.0012532197351515985;0.0010915990014816897;0.0018543609187858143;0.00095618188381117318,0.03207570011727512
active_hinges,orthogonal,21,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,45,35,0.5625,6,4.759438107702954,0.10337226458249787,4.656065843120457,0.0012168420503907908,0.00092151503145878016;0.00090171046464521869;0.0013689072398280764;0.0010383294721375356;0.00080445568337808755;0.0011619867420173751;0.0019693438481706896;0.00074748523245475162;0.0008625639099851403;0.0011083795683459511;0.0016685183403494792;0.0022604724507966321;0.0011697406228196659;0.0011664791557828959;0.001893188419638214;0.00094516051457094771;0.00077121302255614172;0.0010675996969734241;0.001447879664484039;0.0011389286063660004;0.0013594593610870033;0.0015454094909246113;0.00085168728450187264;0.00098596565058392972;0.0012130245259653293;0.00085609393001709626;0.00087956591902779604;0.0011597687008803182;0.0017893363596287342;0.0014741781483686666;0.00092279457317642733;0.001487803981584473,0.03185239993035793
active_hinges,orthogonal,22,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,48,32,0.6,7,3.994592552810169,0.11012969865806266,3.8844628541521065,0.0012231294118915962,0.00084659006761894423;0.0010458314228633484;0.0012936542488408125;0.00080476306590442082;0.0012801505617722002;0.0012683013323028256;0.00095753684845947069;0.0016394970474944038;0.0012979096152484341;0.0017924302108623153;0.00098188502499588323;0.0013077872569138137;0.001092958980033308;0.00097584678671533247;0.0016030176449818919;0.00088709106741487317;0.001318125193087674;0.00082483008740383951;0.0011198752823080959;0.0010501057359956303;0.0010691332892655086;0.0010526037848424524;0.0012991049270888217;0.0016689765535035301;0.0024017877083247824;0.0014421779355327502;0.0012429451016569238;0.00085817080714013219;0.0012004898682463571;0.0017075543245568734;0.00090904110988875052;0.00089996828926667692,0.031909999903291464
active_hinges,orthogonal,23,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,39,41,0.4875,6,3.4769550367552826,0.04872687297678231,3.4282281637785004,0.001257859976683599,0.0015661053229428944;0.0011365455979226759;0.0014880826287647334;0.0010012195501059779;0.00096400082543258298;0.001143006958003064;0.0012188052846883722;0.0013003062023607991;0.0023469042633664982;0.0016183100287770773;0.00091565326092882011;0.0009194967344286557;0.0012847339623989851;0.0011465419558846402;0.00080586350434574971;0.0012084470126663088;0.0014123976856303892;0.0012019627867510391;0.0012071280557932667;0.0010021056576758381;0.001174480388330683;0.0016023477048994763;0.0016414033904989479;0.0012299225114002969;0.0015518424240952846;0.00085016049495456191;0.0010270664002346211;0.0014429242484477595;0.0018246894183071272;0.0011392121559239397;0.00090816435738035267;0.00097168848053375294,0.03144829999655485
active_hinges,orthogonal,24,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,45,35,0.5625,6,3.862840483811569,0.03653734816565063,3.8263031356459183,0.0012067392599659204,0.0010491149219075025;0.0011759229334494866;0.0010325634560896552;0.0012303250772885371;0.0021535970516924287;0.0012122338094027365;0.00059228059816099192;0.0013005589440439373;0.0017219451197489706;0.0011950934709234499;0.0010366949821319681;0.0010703923840358069;0.00085779956782233398;0.00065362466592422419;0.0010721037948315945;0.0013775296083077561;0.0020388091010221493;0.0015312306106782391;0.00099544615400034946;0.0011989845924820367;0.0014162519604804975;0.00078498618217059187;0.0017084636808315156;0.0011684958074414278;0.0018006058174200915;0.0010238116714796248;0.00083164463462686872;0.00090140501364884538;0.00070439490559527889;0.0012072381466183102;0.0012286089003572399;0.0013434987542950056,0.03911959985271096
active_hinges,orthogonal,25,80,chain_with_pair_hinges,piecewise_quadratic,12,17,0.25,8.0,32.0,0.02,32,40,40,0.5,6,5.562715100261165,0.09709598417825206,5.465619116082912,0.0012032937912078343,0.00089599580088277841;0.0013507806293972346;0.0010821493299578437;0.0012690880827832087;0.0011038755241707166;0.0011893301388383184;0.0015443011138870947;0.0016001209414003141;0.0010444309858202751;0.00094391287662903432;0.0011564730727809957;0.0012688446019514016;0.0012019111041252156;0.0010503989114685143;0.0013260152629870927;0.0011678345388589871;0.00079815515042513051;0.00069552171678876284;0.0016995441777439124;0.0010787349116152978;0.0013569559814837473;0.0011660771086931983;0.00096035021106553571;0.00088179225945177327;0.0013744388297299089;0.00094485235962063561;0.00092232654073489881;0.0011387180271026161;0.001710138942046788;0.0015523626286850984;0.0015572714000582192;0.0014726981574661436,0.034368199994787574
